inventory_row_id	raw_reported_form	paper_ids	disposition	verification_state	verified_expansion_if_supported	collision_ids	alias_collision_state	source_local_scope	PINN_type_eligibility	raw_parenthetical_text
PT4D-0103	VoF-PINN	475	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0104	PF-PINN	475	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0105	gradient-enhanced PINNs (gPINNs)	479	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	eligible_unverified_candidate	gPINNs
PT4D-0106	Transfer Learning PINN	481	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0107	Vanilla PINN	482	alias_or_orthographic_variant_candidate	needs_primary_source_verification			none_registered	single_paper_candidate	conditional_alias_candidate	
PT4D-0108	MO-PINN	483	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0109	PINN-MB	485	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0110	IPINN	489,516,632	ambiguous_or_homographic_abbreviation	unresolved_collision		C004;C029	same_form_homograph;source_scoped_meaning_only	paper_scoped_or_unresolved	conditional_collision_candidate	
PT4D-0111	nPINN	495	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0112	HyperPINN	495	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0113	GCN-PINN	495	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0114	ModalPINN	495,605	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	multi_paper_candidate_not_canonical	eligible_unverified_candidate	
PT4D-0115	MS-ST-FF-PINN	496	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0116	BDPINN	500	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0117	lbPINNs	502	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0118	lbXPINNs	502	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0119	B-PINNs	503	alias_or_orthographic_variant_candidate	needs_primary_source_verification		C003	scoped_alias_candidate	single_paper_candidate	conditional_alias_candidate	
PT4D-0120	APINN	503,612	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification		C021	hard_no_merge	paper_scoped_or_unresolved	eligible_unverified_candidate	
PT4D-0121	RW-PINN	504	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0122	gfPINNs	505	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification		C010	scoped_alias_candidate	single_paper_candidate	eligible_unverified_candidate	
PT4D-0123	fPINNs	505	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification		C010	scoped_alias_candidate	single_paper_candidate	eligible_unverified_candidate	
PT4D-0124	FO-PINN	506	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0125	vPINN	512	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0126	SD-PINN	537	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0127	gsPINN	538	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0128	LA-PINN	542	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0129	MB-PINN	546	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0130	MB-IBM-PINN	546	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0131	trapz-PiNN	549	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification		C007	hard_no_merge	paper_scoped_or_unresolved	eligible_unverified_candidate	
PT4D-0132	CS-PINN	550,568,576	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	multi_paper_candidate_not_canonical	eligible_unverified_candidate	
PT4D-0133	RK-PINN	550,568,576	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	multi_paper_candidate_not_canonical	eligible_unverified_candidate	
PT4D-0134	PNS-PINN	551	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
