inventory_row_id	raw_reported_form	paper_ids	occurrence_count	candidate_selected_for_task_4_1b	task4_1b_disposition	verification_state	collision_ids	collision_decision_states	abbreviation_registry_candidate_state	raw_parenthetical_text
AR4D-0020	PI-VEGAN	3	1	true	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0021	SPI-GeM	3	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0022	VINO	3	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0023	E-PINN	3,291,659	3	true	ambiguous_or_homographic_abbreviation	unresolved_collision	C006	case_sensitive_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0024	FBPINN	3,29	2	true	decomposition_or_time_marching_strategy_not_yet_a_type	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0025	tpPINN	3	1	true	decomposition_or_time_marching_strategy_not_yet_a_type	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0026	PINN-RANS	3,545	2	true	equation_or_application_specific_PINN_name	needs_primary_source_verification	C027	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0027	PINN-Euler	3,545	2	true	equation_or_application_specific_PINN_name	needs_primary_source_verification	C027	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0028	DD-PINN	3,548,651,740	4	true	ambiguous_or_homographic_abbreviation	unresolved_collision	C002;C023;C026	same_form_homograph;hard_no_merge;hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0029	BL-PINN	3,650	2	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0030	Gated-PINN	3,652	2	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C024	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0031	HP-VPINN	3	1	true	alias_or_orthographic_variant_candidate	needs_primary_source_verification	C008	orthographic_candidate_unresolved	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0032	DO-PINN	3	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0033	CIDER	3,665	2	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0034	SympNets	3	1	true	broader_physics_informed_ML_adjacent	needs_primary_source_verification			pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0035	PIKAN	3,29,150,262	4	true	architecture_or_backbone_coupled_not_yet_a_type	verified_from_current_Atlas_meaning_map	C012	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0036	NNSMSM	4	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0037	VPM	4	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0038	PI-LSTM	8,14,332,359,376,557	6	true	architecture_or_backbone_coupled_not_yet_a_type	verified_from_current_Atlas_meaning_map	C013	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0039	PEMNN	13	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0040	PARL	13	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0041	SIDM	13	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0042	GWO	14	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0043	DFNN	15	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0044	GSN	18	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0045	TransformerPINN	22	1	true	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0046	ISPNet	24	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0047	MTL-PINN	26	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C020	case_sensitive_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0048	PI-MPN	27	1	true	broader_physics_informed_ML_adjacent	needs_primary_source_verification			pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0049	mp-PINN	31	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C020	case_sensitive_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0050	Hybrid-PINN	32	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0051	PINNI	33	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0052	NNI	33	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0053	Physics-KAN	41	1	true	broader_physics_informed_ML_adjacent	needs_primary_source_verification	C012	adjacent_concept_non_equivalence	pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0054	PyMC3	45	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0055	PMSM	46	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0056	BiLSTM	46	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0057	NNSCA	51	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0058	BNNM	51	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0059	ARIMA	55	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0060	SARIMA	55	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0061	PMNN	55	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0062	VS-PINN	61	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0063	KKT-hPINN	61	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C019	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0064	AL-PINN	61	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0065	MARL	61	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0066	ST-GCN	61	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0067	CapsGN	61	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0068	iPINN	66	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C004	same_form_homograph	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0069	Non-PINN	68	1	true	non_PINN_negative_label	supported_by_raw_source_supplied_expansion			pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0070	E-TUNI	69	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0071	UNI	69	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0072	NARMAX	69	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0073	RKNN	69	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0074	ABNN	69	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0075	PCNN	69,367,442	3	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0076	TSPINN	72	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0077	PHM	73	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0078	PIRL	74,137,193,212	4	true	broader_physics_informed_ML_adjacent	needs_primary_source_verification			pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0079	UPINN	78,224	2	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0080	BPINN	78,616,617,618	4	true	validated_PINN_variant_candidate	verified_from_current_Atlas_meaning_map	C003	scoped_alias_candidate	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0081	GPINN	78	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C024	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0082	PI-CNRFC	79	1	true	broader_physics_informed_ML_adjacent	needs_primary_source_verification			pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0083	HPDNN	80	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0084	SFM-PINN	83	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
