inventory_row_id	raw_reported_form	paper_ids	disposition	verification_state	verified_expansion_if_supported	collision_ids	alias_collision_state	source_local_scope	PINN_type_eligibility	raw_parenthetical_text
PT4D-0158	Conditional PINN	613	architecture_or_backbone_coupled_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0159	FF-PINN	621,624,775	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	multi_paper_candidate_not_canonical	eligible_unverified_candidate	
PT4D-0160	Fourier Feature PINN	621,624	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification			none_registered	multi_paper_candidate_not_canonical	conditional_method_dimension_candidate	
PT4D-0161	T-phPINN	626	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0162	FMPINN	627	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0163	Fourier-based Mixed PINN	627	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0164	Conservative PINN	628,633,791	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	multi_paper_candidate_not_canonical	eligible_unverified_candidate	
PT4D-0165	Mortar PINN	628	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0166	Improved PINN	629,779	source_local_or_author_defined_name	supported_by_raw_source_supplied_expansion		C004;C029	same_form_homograph;source_scoped_meaning_only	paper_scoped_or_unresolved	conditional_source_local_candidate	
PT4D-0167	IPINN (conservation law constraint)	629	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion		C004	same_form_homograph	paper_scoped_or_unresolved	eligible_unverified_candidate	conservation law constraint
PT4D-0168	wPINN	631	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0169	weak PINN	631	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0170	Improved PINN (with conservation laws)	632	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion		C004	same_form_homograph	paper_scoped_or_unresolved	eligible_unverified_candidate	with conservation laws
PT4D-0171	cv-PINN	638	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0172	RBFDQ-PINN	639	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0173	HierPINN	643	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0174	VC-PINN	644	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0175	PINNup	646	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0176	DPINN	648	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification		C023	hard_no_merge	paper_scoped_or_unresolved	eligible_unverified_candidate	
PT4D-0177	DF-ParPINN	649	decomposition_or_time_marching_strategy_not_yet_a_type	verified_from_primary_source			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0178	Boundary Layer PINN	650	equation_or_application_specific_PINN_name	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_source_specialization_candidate	
PT4D-0179	Domain-decoupled PINN	651	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0180	tpPINNs	660	decomposition_or_time_marching_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0181	Time piecewise PINN	660	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0182	forward PINN	668	source_local_or_author_defined_name	supported_by_raw_source_supplied_expansion		C028	adjacent_concept_non_equivalence	paper_scoped_or_unresolved	conditional_source_local_candidate	
PT4D-0183	reverse PINN	668	source_local_or_author_defined_name	supported_by_raw_source_supplied_expansion		C028	adjacent_concept_non_equivalence	paper_scoped_or_unresolved	conditional_source_local_candidate	
PT4D-0184	PINNTO	669	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0185	CPINNTO	670	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0186	DEM-PINN	670	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0187	S-PINN	670	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0188	dPINN	673	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification		C023	hard_no_merge	paper_scoped_or_unresolved	eligible_unverified_candidate	
PT4D-0189	discrete PINN	673	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0190	MFLP-PINN	674	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0191	Z-parameter based PINN	676	equation_or_application_specific_PINN_name	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_source_specialization_candidate	
PT4D-0192	Defect-driven PiNN	681	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification		C007	hard_no_merge	paper_scoped_or_unresolved	eligible_unverified_candidate	
PT4D-0193	PiNN	681,744,799	ambiguous_or_homographic_abbreviation	unresolved_collision		C007;C015	hard_no_merge;adjacent_concept_non_equivalence	paper_scoped_or_unresolved	conditional_collision_candidate	
PT4D-0194	Hybrid PINN	682	source_local_or_author_defined_name	needs_primary_source_verification			none_registered	paper_scoped_or_unresolved	conditional_source_local_candidate	
PT4D-0195	TSA-PINN	686	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0196	DG-PINN	692	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0197	Discretized Generative PINN	692	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			none_registered	single_paper_candidate	eligible_unverified_candidate	
PT4D-0198	CNN-PINN-DRL	695	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
PT4D-0199	recurrent  PINN	699	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification		C013	adjacent_concept_non_equivalence	single_paper_candidate	eligible_unverified_candidate	
PT4D-0200	SAPINN	700	alias_or_orthographic_variant_candidate	supported_by_raw_source_supplied_expansion		C011	scoped_alias_candidate	single_paper_candidate	conditional_alias_candidate	
PT4D-0201	Self-Adaptive PINN	700	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			none_registered	single_paper_candidate	conditional_method_dimension_candidate	
