inventory_row_id	raw_reported_form	paper_ids	occurrence_count	candidate_selected_for_task_4_1b	task4_1b_disposition	verification_state	collision_ids	collision_decision_states	abbreviation_registry_candidate_state	raw_parenthetical_text
AR4D-0351	Improved PINN	629,779	2	true	source_local_or_author_defined_name	supported_by_raw_source_supplied_expansion	C004;C029	same_form_homograph;source_scoped_meaning_only	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0352	IPINN (conservation law constraint)	629	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion	C004	same_form_homograph	pinn_type_or_variant_candidate_pending_governed_classification	conservation law constraint
AR4D-0353	wPINN	631	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0354	weak PINN	631	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0355	Improved PINN (with conservation laws)	632	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion	C004	same_form_homograph	pinn_type_or_variant_candidate_pending_governed_classification	with conservation laws
AR4D-0356	cv-PINN	638	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0357	RBFDQ-PINN	639	1	true	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0358	HierPINN	643	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0359	VC-PINN	644	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0360	PINNup	646	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0361	DPINN	648	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C023	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0362	DF-ParPINN	649	1	true	decomposition_or_time_marching_strategy_not_yet_a_type	verified_from_primary_source			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0363	Boundary Layer PINN	650	1	true	equation_or_application_specific_PINN_name	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0364	Domain-decoupled PINN	651	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0365	QUANTUMSHELLNET	656	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0366	tpPINNs	660	1	true	decomposition_or_time_marching_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0367	Time piecewise PINN	660	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0368	LA-SympNet	662	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0369	G-SympNet	662	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0370	FPNN	666	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0371	forward PINN	668	1	true	source_local_or_author_defined_name	supported_by_raw_source_supplied_expansion	C028	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0372	reverse PINN	668	1	true	source_local_or_author_defined_name	supported_by_raw_source_supplied_expansion	C028	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0373	PINNTO	669	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0374	CPINNTO	670	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0375	DEM-PINN	670	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0376	S-PINN	670	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0377	DEM	671	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0378	dPINN	673	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C023	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0379	discrete PINN	673	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0380	MFLP-PINN	674	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0381	Z-parameter based PINN	676	1	true	equation_or_application_specific_PINN_name	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0382	Defect-driven PiNN	681	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C007	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0383	PiNN	681,744,799	3	true	ambiguous_or_homographic_abbreviation	unresolved_collision	C007;C015	hard_no_merge;adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0384	Hybrid PINN	682	1	true	source_local_or_author_defined_name	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0385	RFEMNN	685	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0386	TSA-PINN	686	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0387	TSONN	688	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0388	DG-PINN	692	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0389	Discretized Generative PINN	692	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0390	CNN-PINN-DRL	695	1	true	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0391	Neuralfoil	695	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0392	recurrent  PINN	699	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C013	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0393	SAPINN	700	1	true	alias_or_orthographic_variant_candidate	supported_by_raw_source_supplied_expansion	C011	scoped_alias_candidate	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0394	Self-Adaptive PINN	700	1	true	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0395	Coupled PINN	707,708	2	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0396	BP-PINN	710	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0397	Boundary Progressive PINN	710	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0398	WS-PINN	711	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0399	warm-start PINN	711	1	true	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0400	ClimODE	717	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0401	PINN-Ray	720	1	true	equation_or_application_specific_PINN_name	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0402	sePINN	724	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0403	symmetry-enhanced PINN	724	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0404	P²INN	726	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0405	Parameterized PINN	726	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0406	MLPINN	727	1	true	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0407	meta-learning PINN	727	1	true	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0408	PoNN	729	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0409	QPINN	730	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0410	Cell-based MLP	736	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0411	PINN variant	736	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0412	Physics-informed Echo State Network	738	1	true	broader_physics_informed_ML_adjacent	needs_primary_source_verification			pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0413	ESN	738	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0414	Stiff-PINN	739	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0415	data-driven PINN	740	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0416	Physics-constrained deep learning model	742	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0417	PiNN package	744	1	true	software_or_package_name	supported_by_raw_source_supplied_expansion	C007	hard_no_merge	pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0418	PiNet2	744	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0419	PiNet2-dipole	744	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0420	PiNet2-χ	744	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
