inventory_row_id	raw_reported_form	paper_ids	occurrence_count	candidate_selected_for_task_4_1b	task4_1b_disposition	verification_state	collision_ids	collision_decision_states	abbreviation_registry_candidate_state	raw_parenthetical_text
AR4D-0463	radial basis function PINN	804	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0464	Residual-based adaptivity PINN	805	1	true	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0465	DCM (Deep Collocation Method)	807	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	Deep Collocation Method
AR4D-0466	improved PINNs	810	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C029	source_scoped_meaning_only	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0467	AT PINNs (self-adaptive and time divide-and-conquer PINN)	811	1	true	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	self-adaptive and time divide-and-conquer PINN
AR4D-0468	PgNN (Physics-guided Neural Network)	815	1	true	broader_physics_informed_ML_adjacent	supported_by_raw_source_supplied_expansion			pinn_related_or_adjacent_abbreviation_candidate	Physics-guided Neural Network
AR4D-0469	TgNN	817	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0470	Coupled-TgNN (coupled theory-guided neural network)	817	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	coupled theory-guided neural network
AR4D-0471	HLConcPINN (hidden-layer concatenated PINN)	820	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	hidden-layer concatenated PINN
AR4D-0472	DCM	827	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0473	DEEP LEARNING METHOD PINN	827	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0474	HiDeNN-FEM	831	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0475	HiDeNN-PGD	831	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0476	EP-PINNs	834	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C006	case_sensitive_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0477	FiberNet	835	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0478	NC-PINN (Navier–Cauchy PINN)	836	1	true	equation_or_application_specific_PINN_name	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	Navier–Cauchy PINN
AR4D-0479	EIK-PINN (homogeneous eikonal equation PINN)	836	1	true	equation_or_application_specific_PINN_name	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	homogeneous eikonal equation PINN
AR4D-0480	EAND-ARN ( electrophysiology constrained-aware numerical differentiation-based Adaptive Residual Network)	837	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	electrophysiology constrained-aware numerical differentiation-based Adaptive Residual Network
AR4D-0481	PgNN (physics-guided neural networks)	838	1	true	broader_physics_informed_ML_adjacent	supported_by_raw_source_supplied_expansion			pinn_related_or_adjacent_abbreviation_candidate	physics-guided neural networks
AR4D-0482	PiNN (physics-informed neural networks)	838	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	physics-informed neural networks
AR4D-0483	PeNN (physics-encoded neural networks)	838	1	true	broader_physics_informed_ML_adjacent	supported_by_raw_source_supplied_expansion			pinn_related_or_adjacent_abbreviation_candidate	physics-encoded neural networks
AR4D-0484	PeRCNN (Physics-Encoded Recurrent Convolutional Neural Network)	838	1	true	architecture_or_backbone_coupled_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	Physics-Encoded Recurrent Convolutional Neural Network
AR4D-0485	PhyCRNet (physics-informed convolutional-recurrent network)	838	1	true	broader_physics_informed_ML_adjacent	supported_by_raw_source_supplied_expansion			pinn_related_or_adjacent_abbreviation_candidate	physics-informed convolutional-recurrent network
AR4D-0486	PiNODE (NeuralODE with PINN)	838	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	NeuralODE with PINN
AR4D-0487	VPINN (Variational Petrov-Galerkin PINN VPINN)	839	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	Variational Petrov-Galerkin PINN VPINN
AR4D-0488	XPINN (Extended PINN)	839	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	Extended PINN
AR4D-0489	HFD-PINN (High-Fidelity Data-Driven PIONN)	839	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion	C030	source_text_anomaly_preserve_exactly	pinn_type_or_variant_candidate_pending_governed_classification	High-Fidelity Data-Driven PIONN
AR4D-0490	TFE-PINN (Turbulence-Focused Enhanced PINNs)	839	1	true	equation_or_application_specific_PINN_name	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	Turbulence-Focused Enhanced PINNs
AR4D-0491	Fed-PINN (Federated PINNs)	839	1	true	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	Federated PINNs
AR4D-0492	MC-PINN (Multiscale Climate PINNs)	839	1	true	equation_or_application_specific_PINN_name	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	Multiscale Climate PINNs
AR4D-0493	SyCo-PINN (Symbolic-Neural Collaboration PINN)	839	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	Symbolic-Neural Collaboration PINN
AR4D-0494	Inverse PINN	841	1	true	source_local_or_author_defined_name	needs_primary_source_verification	C028	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0495	LSTM-PINN	844	1	true	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification	C013	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0496	PINNMIMO (Multiple input multiple-output PINN)	845	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	Multiple input multiple-output PINN
AR4D-0497	PINNMISO (Multiple input single-output)	845	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	Multiple input single-output
AR4D-0498	PIHED (Physics-informed hybrid encoder-decoder)	847	1	true	broader_physics_informed_ML_adjacent	supported_by_raw_source_supplied_expansion			pinn_related_or_adjacent_abbreviation_candidate	Physics-informed hybrid encoder-decoder
AR4D-0499	dmPINNs (data-driven and mechanism-based PINN)	848	1	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion	C023	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	data-driven and mechanism-based PINN
AR4D-0500	Physics_GNN (graph neural network PINN)	850,851	2	true	architecture_or_backbone_coupled_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	graph neural network PINN
AR4D-0501	PI-AstroDeconv	853	1	true	equation_or_application_specific_PINN_name	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
