inventory_row_id	raw_reported_form	paper_ids	occurrence_count	candidate_selected_for_task_4_1b	task4_1b_disposition	verification_state	collision_ids	collision_decision_states	abbreviation_registry_candidate_state	raw_parenthetical_text
AR4D-0196	Parareal-PINO	313	1	true	operator_learning_or_neural_operator_adjacent	needs_primary_source_verification	C014	adjacent_concept_non_equivalence	pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0197	RCI CT-RL	314	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0198	PI-CNN	316,571	2	true	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification	C018	same_form_homograph	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0199	PINN-enhanced PTV/PTV	317	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0200	PICNN	321,577,802	3	true	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification	C018	same_form_homograph	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0201	PI-RNN	332	1	true	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification	C013	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0202	gPINNs	340	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C024	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0203	PI-GNN	342	1	true	architecture_or_backbone_coupled_not_yet_a_type	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0204	MINN	346	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0205	RANS-based PINN	347	1	true	equation_or_application_specific_PINN_name	needs_primary_source_verification	C027	adjacent_concept_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0206	HT-PINN	349	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0207	Parareal	351	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0208	ModResNet	353	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0209	NH-PINN	355,495	2	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0210	STPDE-NET	358	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0211	MTA-UNet	360	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0212	TgCNN	363	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0213	nODE	364	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0214	Neural ODE	364,457	2	true	broader_physics_informed_ML_adjacent	needs_primary_source_verification			pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0215	CPINN	367,384,707,708	4	true	ambiguous_or_homographic_abbreviation	unresolved_collision	C001;C022	hard_no_merge;hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0216	hp-VPINN	367,384,482,493,495,503	6	true	validated_PINN_variant_candidate	verified_from_current_Atlas_meaning_map	C008	orthographic_candidate_unresolved	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0217	DeepONet	367,601,602	3	true	operator_learning_or_neural_operator_adjacent	needs_primary_source_verification	C014	adjacent_concept_non_equivalence	pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0218	PhyGeoNet	367,514	2	true	broader_physics_informed_ML_adjacent	needs_primary_source_verification			pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0219	GatedPINN	367	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C024	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0220	NSFnet	367,476	2	true	broader_physics_informed_ML_adjacent	needs_primary_source_verification	C025	orthographic_candidate_unresolved	pinn_related_or_adjacent_abbreviation_candidate	
AR4D-0221	PINN (extrinsic)	368	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	extrinsic
AR4D-0222	A-PINN	369	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C021	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0223	NSGAN	372	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0224	PI-GGN (Physics-informed Graph neural Galerkin Network)	379	1	true	broader_physics_informed_ML_adjacent	supported_by_raw_source_supplied_expansion			pinn_related_or_adjacent_abbreviation_candidate	Physics-informed Graph neural Galerkin Network
AR4D-0225	AutoPINN	383	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0226	PINN-1	392	1	true	source_local_or_author_defined_name	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0227	PINN-3	392	1	true	source_local_or_author_defined_name	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0228	PiResNet	402	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0229	KSR	409	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0230	PhyLSTM²	416,560	2	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0231	PhyLSTM³	416,560	2	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0232	TF-Net	417	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0233	Con TF-Net	417	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0234	PhyCNN	419	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0235	MPINN	420,642,645	3	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C020	case_sensitive_non_equivalence	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0236	Physics-constrained DNN	425	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0237	VE-PINN	426	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0238	Mixed-variable PINN	427,630	2	true	likely_PINN_variant_needs_primary_source_verification	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0239	HFM	431	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0240	VcPINN	475	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0241	IcPINN	475	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0242	VoF-PINN	475	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0243	PF-PINN	475	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0244	VP-NSFnet	476	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0245	VV-NSFnet	476	1	false	outside_Task_4.1B_retain_for_all_abbreviations_inventory	not_assessed_in_Task_4.1B			general_abbreviation_candidate_unverified	
AR4D-0246	gradient-enhanced PINNs (gPINNs)	479	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification	C024	hard_no_merge	pinn_type_or_variant_candidate_pending_governed_classification	gPINNs
AR4D-0247	Transfer Learning PINN	481	1	true	training_or_adaptivity_strategy_not_yet_a_type	supported_by_raw_source_supplied_expansion			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0248	Vanilla PINN	482	1	true	alias_or_orthographic_variant_candidate	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0249	MO-PINN	483	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0250	PINN-MB	485	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0251	IPINN	489,516,632	3	true	ambiguous_or_homographic_abbreviation	unresolved_collision	C004;C029	same_form_homograph;source_scoped_meaning_only	pinn_type_or_variant_candidate_pending_governed_classification	
AR4D-0252	nPINN	495	1	true	likely_PINN_variant_needs_primary_source_verification	needs_primary_source_verification			pinn_type_or_variant_candidate_pending_governed_classification	
